review_id,review_text,star_rating,date,app_id,app_category,category_label,category_name,clean_text,sentiment_label,sentiment_name
570b5412-5b91-48bb-8c06-963879515606,Android (Oxygen OS 16): home screen widget is broken after the last update.,1,2026-06-16 18:22:10,com.todoist,productivity,0,Bug Report,android oxygen os 16 home screen widget is broken after the last update.,0,Negative
515ec419-cce5-41da-aaff-5779f2031805,"EDIT: I reached out to support as advised in the response but they were not willing to do anything. I have used Todoist since 2010 but will have to look for another app. I paid for pro for many of those years but $60/year has become way too much. Some of us do not use the AI features, and just need reminders and more than 5 projects. For those basic needs, the new pricing makes it not worth it. Maybe come up with subscription tiers?",2,2026-06-16 16:36:06,com.todoist,productivity,1,Feature Request,"edit i reached out to support as advised in the response but they were not willing to do anything. i have used todoist since 2010 but will have to look for another app. i paid for pro for many of those years but 60 year has become way too much. some of us do not use the ai features, and just need reminders and more than 5 projects. for those basic needs, the new pricing makes it not worth it. maybe come up with subscription tiers?",0,Negative
75f42825-a30b-4237-9afe-c051a23b6e63,"not working on oneplus 9rt , can't login",1,2026-06-16 16:35:08,com.todoist,productivity,0,Bug Report,"not working on oneplus 9rt , can t login",0,Negative
aa395a6b-07b5-422e-960e-e1317436b2ac,"Yesterday I mentioned that a task disappeared twice (after I recreated it). Can't find it in completed tasks also. And, of course, Todoist doesn't have a trash bin for deleted tasks. UPD The problem was that Todoist Web can't find tasks by substring",1,2026-06-16 03:31:49,com.todoist,productivity,0,Bug Report,"yesterday i mentioned that a task disappeared twice after i recreated it . can t find it in completed tasks also. and, of course, todoist doesn t have a trash bin for deleted tasks. upd the problem was that todoist web can t find tasks by substring",0,Negative
41f403b4-c9a4-4bc3-bc29-756df20edac7,"Installed it, created an account, realized I needed something else. this took me two minutes. Figuring out how to delete the account took ten minutes. huge waste of time",1,2026-06-15 19:18:12,com.todoist,productivity,2,UX Feedback,"installed it, created an account, realized i needed something else. this took me two minutes. figuring out how to delete the account took ten minutes. huge waste of time",0,Negative
31c14375-9b10-4d89-81f7-4bef1548ffa8,good app for make to do list.,5,2026-06-15 14:02:14,com.todoist,productivity,3,Positive Praise,good app for make to do list.,2,Positive
c50a1cdf-1d87-49c3-9c8b-795c37c12d11,very frustrating. Installed the app. Stuck on the welcome page,1,2026-06-15 13:13:31,com.todoist,productivity,2,UX Feedback,very frustrating. installed the app. stuck on the welcome page,0,Negative
00f57c43-15eb-462c-8770-a9e16f982f5c,Great system to organize lists and prioritize tasks,5,2026-06-14 19:32:22,com.todoist,productivity,3,Positive Praise,great system to organize lists and prioritize tasks,2,Positive
58abf8da-c5cd-46ae-bfe8-13c73e5f1e9a,it feels very basic and constricting without premium. especially reminders features. Definitely not the best habit tracker out there but the only one with an API. Depends on the user and their use case. Definitely not for everyone.,3,2026-06-14 16:24:46,com.todoist,productivity,2,UX Feedback,it feels very basic and constricting without premium. especially reminders features. definitely not the best habit tracker out there but the only one with an api. depends on the user and their use case. definitely not for everyone.,1,Neutral
d02e5964-78a6-47ef-9aec-b47c3ef74764,The app is frozen in the welcome screen.,2,2026-06-14 09:47:40,com.todoist,productivity,0,Bug Report,the app is frozen in the welcome screen.,0,Negative
8ba7b3f2-761a-40e6-9bb0-16f43394372e,Love it! Pro is totally worth it as well!,5,2026-06-13 14:10:24,com.todoist,productivity,3,Positive Praise,love it! pro is totally worth it as well!,2,Positive
89d41a30-f268-494a-ac0f-d00e20ae02e3,"I'm facing one issue: Even though I turned on pin reminders, It's disappearing by clicking clear all in notifications.",5,2026-06-11 10:29:47,com.todoist,productivity,0,Bug Report,"i m facing one issue even though i turned on pin reminders, it s disappearing by clicking clear all in notifications.",2,Positive
ef9913c8-afca-4e66-a71a-3c9c0141ee48,I've been using this for over 6 years. Unfortunately the state of the app has decayed to a point where I need to find another alternative :(,1,2026-06-11 08:16:59,com.todoist,productivity,0,Bug Report,i ve been using this for over 6 years. unfortunately the state of the app has decayed to a point where i need to find another alternative,0,Negative
7c0575d9-83f0-42db-bee5-7fb17e1a75ae,the voice capture is very accurate and the way it adds to the existing items as you speak is impressive. thank you to the team that created this 🙏 ❤️,5,2026-06-10 15:05:30,com.todoist,productivity,3,Positive Praise,the voice capture is very accurate and the way it adds to the existing items as you speak is impressive. thank you to the team that created this,2,Positive
78bfe783-51b0-4408-ba6c-5b6479735700,it is an amazing app it helped me to organize my tasks thanks to who work in this app,5,2026-06-10 10:44:11,com.todoist,productivity,3,Positive Praise,it is an amazing app it helped me to organize my tasks thanks to who work in this app,2,Positive
3b31532a-4fb7-48b7-8666-764821527cfd,"you need to fix your unsubscribe function, it doesn't work",2,2026-06-10 07:39:52,com.todoist,productivity,0,Bug Report,"you need to fix your unsubscribe function, it doesn t work",0,Negative
1082fc14-49ac-461b-a1ff-700ecb7931f8,"too much price for the essential features,and does not have a lifetime access, only recurring plan.",1,2026-06-10 06:09:45,com.todoist,productivity,1,Feature Request,"too much price for the essential features,and does not have a lifetime access, only recurring plan.",0,Negative
c3c44b59-cf8d-4ace-ad3c-ce220041f4f6,wife loves it. its what I been telling her to do for the longest. glad theres an app to make it easy. highly recommend,5,2026-06-09 17:30:27,com.todoist,productivity,3,Positive Praise,wife loves it. its what i been telling her to do for the longest. glad theres an app to make it easy. highly recommend,2,Positive
a34628d8-e5cc-4c57-8e6d-c248514c50cf,"signup was difficult, google failed authentication, password kept on getting rejected, uninstalled downloaded another app",1,2026-06-09 14:45:16,com.todoist,productivity,0,Bug Report,"signup was difficult, google failed authentication, password kept on getting rejected, uninstalled downloaded another app",0,Negative
9df9ffb1-29b7-454c-8347-be5b7f4f5f56,"Everything I try, connect by e-mail, with google, with facebook... fails and tells me to try later. so annoying!!!",1,2026-06-09 14:31:53,com.todoist,productivity,2,UX Feedback,"everything i try, connect by e mail, with google, with facebook... fails and tells me to try later. so annoying!!!",0,Negative
41e36cb3-a937-4d99-9a9c-9d19089ef3df,"put 128 characters for password, ""password is too easy""",1,2026-06-09 14:22:11,com.todoist,productivity,0,Bug Report,"put 128 characters for password, password is too easy",0,Negative
fbc0d8ed-0214-4d18-959a-f4ec579f7c9a,It's impossible to log into the application with your Google account it keeps throwing exceptions.,1,2026-06-09 11:55:35,com.todoist,productivity,0,Bug Report,it s impossible to log into the application with your google account it keeps throwing exceptions.,0,Negative
7c6b997a-a69f-4629-b302-96c19b0c0733,"I'm not sure if it just me or system, but for odd reason I wasn't pleased with login system where I had two device to login with same account but one was able to login just fine and the other has login issues or incorrect credentials even using the right password and email. Not very first good impression.",1,2026-06-09 07:56:55,com.todoist,productivity,0,Bug Report,"i m not sure if it just me or system, but for odd reason i wasn t pleased with login system where i had two device to login with same account but one was able to login just fine and the other has login issues or incorrect credentials even using the right password and email. not very first good impression.",0,Negative
7121f042-8ac6-42fa-b7e1-f883c77185eb,Cant authenticate sign in with Google account and cannot create a new account because no password is accepted. completely unusable.,1,2026-06-09 01:12:29,com.todoist,productivity,0,Bug Report,cant authenticate sign in with google account and cannot create a new account because no password is accepted. completely unusable.,0,Negative
828fefd9-eefa-4367-8a24-601e53b71ec7,i couldn't even sign up...All methods failed..Do fix it..,1,2026-06-08 19:28:36,com.todoist,productivity,0,Bug Report,i couldn t even sign up...all methods failed..do fix it..,0,Negative
9014eb3d-e0a1-4eca-9243-c827d743dd49,Perfect app for me! This helps me get organized.,5,2026-06-08 16:21:45,com.todoist,productivity,3,Positive Praise,perfect app for me! this helps me get organized.,2,Positive
ff85bcbc-0853-4bde-a3b8-c2c08ef95843,unusable for me. kept saying couldn't authenticate with Gmail then when I tried to make an account the password was to weak no matter what I put. I was excited for this but immediately got my hopes crushed lol,1,2026-06-08 15:04:29,com.todoist,productivity,1,Feature Request,unusable for me. kept saying couldn t authenticate with gmail then when i tried to make an account the password was to weak no matter what i put. i was excited for this but immediately got my hopes crushed lol,0,Negative
0e878a08-6f14-4399-88e6-350e8b6c33af,"If any app asks me for a review, I give it a 1 star.",1,2026-06-08 11:35:08,com.todoist,productivity,0,Bug Report,"if any app asks me for a review, i give it a 1 star.",0,Negative
6e231f54-8826-4fa1-b8f8-439a2de68bc2,really great app. amazing widget as well,5,2026-06-07 22:30:04,com.todoist,productivity,3,Positive Praise,really great app. amazing widget as well,2,Positive
ace3e6aa-a7fd-4a60-b241-521cb71561e9,Excellent todo list app. Syncs across all my devices.,5,2026-06-07 11:32:54,com.todoist,productivity,3,Positive Praise,excellent todo list app. syncs across all my devices.,2,Positive
d977c822-a6ac-4503-9349-9f30543247c2,Started using it and looks great so far,5,2026-06-05 07:52:49,com.todoist,productivity,3,Positive Praise,started using it and looks great so far,2,Positive
662ba063-a673-4827-ac46-95b540a6e04f,"Fast customer support is always helpful and provides quick assistance,",5,2026-06-04 17:27:46,com.todoist,productivity,3,Positive Praise,"fast customer support is always helpful and provides quick assistance,",2,Positive
827ab590-a294-43eb-8f93-4ef66bcb7186,I completely changed my life more planned day. It's a super app.,5,2026-06-04 02:56:27,com.todoist,productivity,3,Positive Praise,i completely changed my life more planned day. it s a super app.,2,Positive
3d5e4dd8-032e-4086-838b-9dff7209478a,like guys its literally awesome I thought all good ones are paid I'm so glad,5,2026-06-03 20:44:26,com.todoist,productivity,3,Positive Praise,like guys its literally awesome i thought all good ones are paid i m so glad,2,Positive
0ca52b1a-2049-4458-b662-fec0a042f984,"As soon as I learned you have to PAY to use a calendar view, this app because as good as useless to me. Deleted my account.",1,2026-06-03 00:14:39,com.todoist,productivity,2,UX Feedback,"as soon as i learned you have to pay to use a calendar view, this app because as good as useless to me. deleted my account.",0,Negative
7b54b3bb-8c8d-451a-892e-f11d806b278a,I love this app. I find myself even more productive than before. I also love the widgets the app provides.,5,2026-06-02 09:36:16,com.todoist,productivity,3,Positive Praise,i love this app. i find myself even more productive than before. i also love the widgets the app provides.,2,Positive
cb720479-c464-4f69-b9a8-b6da78438718,It's was really good it's was useful and I am so proud to use this app,5,2026-06-01 18:03:04,com.todoist,productivity,3,Positive Praise,it s was really good it s was useful and i am so proud to use this app,2,Positive
11844e14-baec-4a9e-88e3-42674c8177d9,So much is premium but still great app,3,2026-06-01 14:57:19,com.todoist,productivity,2,UX Feedback,so much is premium but still great app,1,Neutral
7934eae9-6ed6-4e98-a619-c267b4214f8d,You should be adding option to fail the task as welll. Daily tasks need to be failed to know which day it wasnt done. Also report on weekly basis to see what has been done or failed.,4,2026-06-01 04:19:05,com.todoist,productivity,0,Bug Report,you should be adding option to fail the task as welll. daily tasks need to be failed to know which day it wasnt done. also report on weekly basis to see what has been done or failed.,2,Positive
c40ae425-9f50-4490-b8e7-7f4e85c66402,"Buggy UI in the latest. Will try to find a working version from a few years back or else stop using it. When completing a task a pop-up message stays on forever preventing me from reading what's underneath it unless I restart. There should be an option for small pop-ups out of the way that disappear far quicker then they currently do. The Undo option should be available somewhere in a menu, not in my face preventing me from using the app and wasting my time waiting for it.",2,2026-05-31 22:49:43,com.todoist,productivity,2,UX Feedback,"buggy ui in the latest. will try to find a working version from a few years back or else stop using it. when completing a task a pop up message stays on forever preventing me from reading what s underneath it unless i restart. there should be an option for small pop ups out of the way that disappear far quicker then they currently do. the undo option should be available somewhere in a menu, not in my face preventing me from using the app and wasting my time waiting for it.",0,Negative
226c6f6e-5096-4367-8515-4bc565bd285d,It actually does what I want it to do. very useful!,5,2026-05-31 20:42:07,com.todoist,productivity,1,Feature Request,it actually does what i want it to do. very useful!,2,Positive
286db629-6931-402c-afb8-23f5a9029674,"I didn't appreciate the visually distracting confetti effect just because I completed a first task setting it up. SEEMS LIKE A CRUEL THING TO PUT IN A NEURO DIVERSE APP! I tried stopping it by going back a page and I was right back to the email verification page, then things froze. I could no longer set the morning task list, it stayed at the 'Off' position. Same trying to set the evening review, however many times I clicked. That's when I uninstalled it, within 5 minutes of downloading. 👎🏻",1,2026-05-30 19:33:57,com.todoist,productivity,0,Bug Report,"i didn t appreciate the visually distracting confetti effect just because i completed a first task setting it up. seems like a cruel thing to put in a neuro diverse app! i tried stopping it by going back a page and i was right back to the email verification page, then things froze. i could no longer set the morning task list, it stayed at the off position. same trying to set the evening review, however many times i clicked. that s when i uninstalled it, within 5 minutes of downloading.",0,Negative
589720de-d3fa-4a14-8816-eff9e53112d3,good application service best 👍,5,2026-05-30 04:21:36,com.todoist,productivity,3,Positive Praise,good application service best,2,Positive
